comentario	usuario	ciudad	puntaje	fecha_viaje	link
No tengo ninguna queja. El revés. Todo a pedir de boca. Los tripulantes se desviven por el pasajero. Los aviones, a parte de bonitos, súper limpios. El vuelo era largo y en ningún momento vi basura por el suelo ni malos olores	I934JKdianat	Zaragoza, España	5	febrero de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r621126702-Emirates-World.html#REVIEWS
Una de las mejores aerolineas en las que he volado, sino la mejor. Solo aviones A-380 y Boeing 777 es decir, el mas grande y el segundo mas grande del mundo en numero de pasajeros. Esto significa lujo y mucho espacio aun en clase turista. Las comidas que ofrecen con los vuelos (gratis) buenas y abundantes. Pasan continuamente con bebidas, pantallas enormes en cada asiento, en definitiva, un lujo poder volar con ellos. Ya he volado 4 veces y si puedo, aunque sea pagando un poco mas, seguire volando con ellos	INAKI18	A Coruña, España	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r621066875-Emirates-World.html#REVIEWS
Viajamos con mi señora hasta Bangkok salimos de Sao Pablo hicimos escala en Dubai hasta llegar a Bangkok. La verdad que esperaba mucho más de la atención de la aerolínea en algo tan básico como la espera y el abordaje; un caos subirte al avión un laberinto para llegar a un colectivo que demora 20 minutos en llegar al avión que está en pista pero ahí se mezclan todas la letras de abordaje y suben por cualquier escalera por ende cuando estas arriba es un caos. El servicio a bordo es normal... Esperaba mucho más de esta aerolínea	Alejo t	Barcelona, España	3	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r621064197-Emirates-World.html#REVIEWS
Sin duda alguna es la mejor compañía en la que he viajado. Gran comodidad y trato excelente. Airbus A380 una maravilla de la ingeniería	V6152TTalexm	Barcelona, España	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r621059161-Emirates-World.html#REVIEWS
Después de muchos viajes, la mejor compañías con la que hemos volado. Comodidad y atención al viajero, muy correcta.	Célia C	Barcelona, España	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r621051454-Emirates-World.html#REVIEWS
He tenido la suerte de poder viajar bastante y he probado varias líneas aéreas, sin duda que Emirates tanto en cabina Economy como Business es la mejor. Mejores asientos, más entretenimiento e información a bordo, comida, limpieza baños. Sobre todo lo notas cuando te toca viajar con otras compañías	Vacationer406063	Santiago, Chile	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620897058-Emirates-World.html#REVIEWS
Es una buena opción , algo más larga, pero a buen precio, que justifica el viaje más largo. El servicio es bastante bueno, y puedes quedarte unos días para conocer Dubái, vale la pena. El salón vip de Dubái es extraordinario y el de Barcelona mediocre. En Dubái puedes usar el servicio de transporte vip a cualquier hotel sin costo.	stefanvivanco	Santiago, Chile	4	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620870334-Emirates-World.html#REVIEWS
La publicidad genera expectativas que no cumplen 100%, especialmente fuera de Dubái. El servicio en Santiago es normal, el salón vip malo. El vuelo via Sao Pablo va lleno, no se puede bajar en el tránsito que dura unos 45 minutos. El personal no habla español y la comida nivel medio. Los asientos cómodos, nada especial y viaje largo. El,sistema de entretenimiento es bueno, pero la mayoría de las películas no tienen opción español latino. Completamente distinto el vuelo Dubái Shanghai. El servicio desde que se llaga a Dubai es realmente de primera clase. Accesos diferenciados, salón vip muy bueno, aunque lleno, servicio muy personalizado. Avión a Shanghai enorme, muy bueno, muy amplio, aunque nuevamente la comida nada especial.	stefanvivanco	Santiago, Chile	4	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620868897-Emirates-World.html#REVIEWS
Vivimos una experiencia increíble al viajar por Emirates, sabia que si algún día íbamos a Dubai, lo haríamos por esta aerolínea. Obviamente que el sueño de cualquiera de nosotros es viajar en first class o business, lo hicimos en clase turista. Arrancando por la vestimenta de los Cabin crew increíble, todos de punta en blanco. La comodidad de las butacas era muy buena, si quizá si fueran mas espaciosas seria mejor. Las comidas y las bebidas todo de excelente calidad!!! Del servicio a bordo no se le puede criticar nada. El servicio de entretenimiento a bordo también es excelente, gran cantidad de música, videos, documentales, para adultos y niños, daban una cartuchera con medias y tapa ojos y juegos para los niños. Realmente quiero felicitar a toda la gente de Emirates, tuve la suerte de viajar mucho por el mundo en diferentes aerolíneas, pero de la calidad de servicio como Emirates nunca vi!!! Ojala sigan manteniendo ese servicio de altísimo valor agregado, y espero mas adelante hacer otro comentario pero de otras clases. Si hay algo que digo de manera constructiva, ojala en otros momentos, las clases business por lo menos que no haya tanta diferencia, o que mejoren mas las clases económicas, no importa que cobren mas, pero que sean mas cómodas aun. We live an incredible experience when traveling through Emirates, I knew that if we were going to Dubai one day, we would do it for this airline. Obviously, the dream of any of us is to travel in first class or business, we did it in economy class. Starting with the incredible crew crew's outfit, all of them in tiptoe. The comfort of the seats was very good, if perhaps if they were more spacious would be better. The meals and drinks all of excellent quality !!! You can not criticize anything on board. The entertainment service on board is also excellent, lots of music, videos, documentaries, for adults and children, they gave a holster with socks and eyes and games for children. I really want to congratulate all the people of Emirates, I had the luck to travel a lot around the world in different airlines, but of the quality of service like Emirates I never saw !!! I hope they continue to maintain this service with the highest added value, and I hope to make another comment but from other classes. If there is something I say constructively, hopefully at other times, the business classes at least that there is not much difference, or that they improve more the economic classes, it does not matter that they charge more, but that they are even more comfortable.	Pablo C	Barcelona, España	5	febrero de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620858980-Emirates-World.html#REVIEWS
Increíble experiencia! El Airbus A380-800 es el gallito de los aires. Súper cómodo en clase turista no puedo imaginarme como debe ser en primera clase... comida variada y servicio durante todo el vuelo. La tripulación habla en muchos idiomas. Las pantallas de entrenamiento son geniales y hay gran variedad de películas, series y demás... Sin duda repetiré si puedo!	Ezelatan	Barcelona, España	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620830085-Emirates-World.html#REVIEWS
Intenté varias veces comprar un boleto en Emirates y me resultaba imposible por el precio, sin embargo redondo entre Tehran y Dubai costó unos 100 usd!!! Excelentes aviones, servicio, comida y bebida!!!	SERGIO ANGEL R	Aguascalientes, México	5	noviembre de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620807981-Emirates-World.html#REVIEWS
Formidable experiencia. El trato exquisito, aviones cómodos, comida a bordo a la altura de un viaje de larga duración. Tienen una gran variedad de entretenimiento para que el vuelo te resulte muy corto.	Miguel Angel C	Puerto Rico	5	diciembre de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620504420-Emirates-World.html#REVIEWS
Para ser una de las “mejores” aerolíneas según sus reviews, para mi es la peor. Dos de mis 4 vuelos con ellos fueron de 14 y 15 horas en las cuales pasé hambre porque jamás repartían nada por los asientos, más que la comida y por lo que era. Azafatas antipáticas, no reparten snack, no son limpios, recogen todo como las sábanas y auriculares. El TV no funcionaba bien, había que darle duro a la pantalla para poder pasar de un lado a otro. Los baños jamás los limpiaron. Un desastre total.	Naileen	Puerto Rico	1	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620479241-Emirates-World.html#REVIEWS
Unos de los viajes más largo que hice ,31 horas arriba de un avión ,para destacar de este vuelo interminable es que lo hice por Emirates y el servicio de abordo y los aviones son excelentes desde las comidas hasta la atención de la tripulación de cabina ,una compañía aérea que recomendaría cumpliendo con los horarios de partida y llegada y en todo el tiempo de vuelo sirviéndote algo para que estés comodo,recomendable Emirates unas de las mejores compañías aéreas !!!!	N4790MJdiegop	Buenos Aires, Argentina	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620470048-Emirates-World.html#REVIEWS
Habiendo viajado el año pasado, noté con tristeza como bajaron la calidad en el catering, es lamentable porque era muy, muy bueno.-Ahora el catering es normal, mejoraría también la limpieza del avión y la tripulación sigue siendo tan amable como siempre.-Espero que en mi próximo vuelo el catering sea mejor.-	Crislisa	Mar del Plata, Argentina	4	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620447240-Emirates-World.html#REVIEWS
Viaje desde Argentina a Egipto con escala en Rio de Janeiro y Dubai. Servicio excelente. Comodos asientos. Sin duda de las mejores	mabel12345-12	Buenos Aires, Argentina	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620283960-Emirates-World.html#REVIEWS
Viaje perfecto, Madrid-Delhi ida/vuelta con escala en Dubai. El Airbus 380 es un lujo volar en ese pedazo de avión de 2 plantas. Escalas rápidas y bien organizadas. Amplia gana de entretenimiento en el avión con pelis, música, juegos etc. Menú rico. La mejor compañía aérea con lo que he viajado sin duda.	Agustin A		5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620246229-Emirates-World.html#REVIEWS
Aerolinea que utiliza aviones cómodos y "espaciosos" con una tripulación amable. La comida aun siendo de avión está por encima de la de otras compañías.	T4369DEjuanl	Provincia de Buenos Aires, Argentina	4	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r620148333-Emirates-World.html#REVIEWS
Viaje perfecto, espacio de asientos, comida y entretenimiento a bordo. Puntualidad en todos los vuelos realizados.	tinagomez72	Provincia de Buenos Aires, Argentina	5	agosto de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r619945981-Emirates-World.html#REVIEWS
Todo transcurrio perfecto, tanto el despegue, aterrizaje como el vuelo en si. La comida muy buena y el entretenimiento perfecto.	TravelRoom-2018	Provincia de Buenos Aires, Argentina	5	agosto de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r619633436-Emirates-World.html#REVIEWS
La verdad es que vale mucho la pena viajar con Emirates. Aviones nuevos y espaciosos, excelente servicio y entretenimiento genial. Muy contenta con la experiencia.	Sandra K	Provincia de Buenos Aires, Argentina	5	diciembre de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r619231237-Emirates-World.html#REVIEWS
No era lo que esperaba de una Aerolínea que tiene fama de ser una de las mejores, la aeronave sí, butacas más cómodas que otras que conozco y la calidad de la comida, en cuanto al servicio pudo ser mejor, las azafatas ni tan cordiales ni muy simpáticas ...	andressina2006	Provincia de Buenos Aires, Argentina	3	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r619154692-Emirates-World.html#REVIEWS
Viaje hace tres años (misma ruta que este ultimo año) de Barcelona a Osaka y de vuelta desde Tokio. El vuelo de hace tres años muy bien en todo, serivicio, detalles... En vuelo de este año peor, ya no te dejan el set de viaje en el primer vuelo y eso que es de 8h, no dan snacks entre comidas (el pimer año dieron hasta un helado). Cada vez cuidan menos los detalles que la hacian una de las mejores aerolineas.	Haruka_is	Barcelona, España	4	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r618988161-Emirates-World.html#REVIEWS
Viejamos con Emirates en nuestra Luna de miel y nos gusto mucho, tanto el servicio como la calidad del equipo. El único detalle fue el tema de la limpieza de la cabina que estaba un poco sucio en el vuelo de regreso. Pero por lo demás nos fue súper bien la calidad de los productos y el servicio muy atentos. Así como el sistema de entretenimiento y los aviones muy nuevos y cómodos. Nos gusto mucho nuestra primera experiencia. Lo volveremos a tomar solo recomiendo cuidar el detalle de lamlimpieza	Mauricio C	Provincia de Panamá, Panamá	4	febrero de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r618906670-Emirates-World.html#REVIEWS
buena atención en varios idiomas, asientos cómodos y con variedad de películas para entretenerse en los viajes largos.	mezquitillero	Garrucha, España	4	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r618790838-Emirates-World.html#REVIEWS
